item_id;item_name;Categoria (preencha: Arma/Armadura/etc);LEATHER;CLOTH;METALBAR;PLANKS;Livro;Porcentagem Diario
T4_CAPE@2;Adept's Cape .2;etc;4;4;;;Tinker's;0,2
T4_CAPE@3;Adept's Cape .3;etc;4;4;;;Tinker's;0,4
T4_CAPE@4;Adept's Cape .4;etc;4;4;;;Tinker's;0,8
T5_CAPE;Expert's Cape;etc;4;4;;;Tinker's;0,1
T5_CAPE@1;Expert's Cape .1;etc;4;4;;;Tinker's;0,2
T5_CAPE@2;Expert's Cape .2;etc;4;4;;;Tinker's;0,4
T5_CAPE@3;Expert's Cape .3;etc;4;4;;;Tinker's;0,8
T5_CAPE@4;Expert's Cape .4;etc;4;4;;;Tinker's;1,6
T6_CAPE;Master's Cape;etc;4;4;;;Tinker's;0,15
T6_CAPE@1;Master's Cape .1;etc;4;4;;;Tinker's;0,3
T6_CAPE@2;Master's Cape .2;etc;4;4;;;Tinker's;0,6
T6_CAPE@3;Master's Cape .3;etc;4;4;;;Tinker's;1,2
T6_CAPE@4;Master's Cape .4;etc;4;4;;;Tinker's;2,4
T7_CAPE;Grandmaster's Cape;etc;4;4;;;Tinker's;0,18
T7_CAPE@1;Grandmaster's Cape .1;etc;4;4;;;Tinker's;0,36
T7_CAPE@2;Grandmaster's Cape .2;etc;4;4;;;Tinker's;0,725
T7_CAPE@3;Grandmaster's Cape .3;etc;4;4;;;Tinker's;1,45
T7_CAPE@4;Grandmaster's Cape .4;etc;4;4;;;Tinker's;2,91
T8_CAPE;Elder's Cape;etc;4;4;;;Tinker's;0,19
T8_CAPE@1;Elder's Cape .1;etc;4;4;;;Tinker's;0,38
T8_CAPE@2;Elder's Cape .2;etc;4;4;;;Tinker's;0,76
T8_CAPE@3;Elder's Cape .3;etc;4;4;;;Tinker's;1,52
T8_CAPE@4;Elder's Cape .4;etc;4;4;;;Tinker's;3,04
T4_HEAD_PLATE_SET1;Adept's Soldier Helmet;Armadura;;;8;;Blacksmith's;0,05
T4_HEAD_PLATE_SET1@1;Adept's Soldier Helmet .1;Armadura;;;8;;Blacksmith's;0,1
T4_HEAD_PLATE_SET1@2;Adept's Soldier Helmet .2;Armadura;;;8;;Blacksmith's;0,2
T4_HEAD_PLATE_SET1@3;Adept's Soldier Helmet .3;Armadura;;;8;;Blacksmith's;0,4
T4_HEAD_PLATE_SET1@4;Adept's Soldier Helmet .4;Armadura;;;8;;Blacksmith's;0,8
T5_HEAD_PLATE_SET1;Expert's Soldier Helmet;Armadura;;;8;;Blacksmith's;0,1
T5_HEAD_PLATE_SET1@1;Expert's Soldier Helmet .1;Armadura;;;8;;Blacksmith's;0,2
T5_HEAD_PLATE_SET1@2;Expert's Soldier Helmet .2;Armadura;;;8;;Blacksmith's;0,4
T5_HEAD_PLATE_SET1@3;Expert's Soldier Helmet .3;Armadura;;;8;;Blacksmith's;0,8
T5_HEAD_PLATE_SET1@4;Expert's Soldier Helmet .4;Armadura;;;8;;Blacksmith's;1,6
T6_HEAD_PLATE_SET1;Master's Soldier Helmet;Armadura;;;8;;Blacksmith's;0,15
T6_HEAD_PLATE_SET1@1;Master's Soldier Helmet .1;Armadura;;;8;;Blacksmith's;0,3
T6_HEAD_PLATE_SET1@2;Master's Soldier Helmet .2;Armadura;;;8;;Blacksmith's;0,6
T6_HEAD_PLATE_SET1@3;Master's Soldier Helmet .3;Armadura;;;8;;Blacksmith's;1,2
T6_HEAD_PLATE_SET1@4;Master's Soldier Helmet .4;Armadura;;;8;;Blacksmith's;2,4
T7_HEAD_PLATE_SET1;Grandmaster's Soldier Helmet;Armadura;;;8;;Blacksmith's;0,18
T7_HEAD_PLATE_SET1@1;Grandmaster's Soldier Helmet .1;Armadura;;;8;;Blacksmith's;0,36
T7_HEAD_PLATE_SET1@2;Grandmaster's Soldier Helmet .2;Armadura;;;8;;Blacksmith's;0,725
T7_HEAD_PLATE_SET1@3;Grandmaster's Soldier Helmet .3;Armadura;;;8;;Blacksmith's;1,45
T7_HEAD_PLATE_SET1@4;Grandmaster's Soldier Helmet .4;Armadura;;;8;;Blacksmith's;2,91
T8_HEAD_PLATE_SET1;Elder's Soldier Helmet;Armadura;;;8;;Blacksmith's;0,19
T8_HEAD_PLATE_SET1@1;Elder's Soldier Helmet .1;Armadura;;;8;;Blacksmith's;0,38
T8_HEAD_PLATE_SET1@2;Elder's Soldier Helmet .2;Armadura;;;8;;Blacksmith's;0,76
T8_HEAD_PLATE_SET1@3;Elder's Soldier Helmet .3;Armadura;;;8;;Blacksmith's;1,52
T8_HEAD_PLATE_SET1@4;Elder's Soldier Helmet .4;Armadura;;;8;;Blacksmith's;3,04
T4_HEAD_PLATE_SET2;Adept's Knight Helmet;Armadura;;;8;;Blacksmith's;0,05
T4_HEAD_PLATE_SET2@1;Adept's Knight Helmet .1;Armadura;;;8;;Blacksmith's;0,1
T4_HEAD_PLATE_SET2@2;Adept's Knight Helmet .2;Armadura;;;8;;Blacksmith's;0,2
T4_HEAD_PLATE_SET2@3;Adept's Knight Helmet .3;Armadura;;;8;;Blacksmith's;0,4
T4_HEAD_PLATE_SET2@4;Adept's Knight Helmet .4;Armadura;;;8;;Blacksmith's;0,8
T5_HEAD_PLATE_SET2;Expert's Knight Helmet;Armadura;;;8;;Blacksmith's;0,1
T5_HEAD_PLATE_SET2@1;Expert's Knight Helmet .1;Armadura;;;8;;Blacksmith's;0,2
T5_HEAD_PLATE_SET2@2;Expert's Knight Helmet .2;Armadura;;;8;;Blacksmith's;0,4
T5_HEAD_PLATE_SET2@3;Expert's Knight Helmet .3;Armadura;;;8;;Blacksmith's;0,8
T5_HEAD_PLATE_SET2@4;Expert's Knight Helmet .4;Armadura;;;8;;Blacksmith's;1,6
T6_HEAD_PLATE_SET2;Master's Knight Helmet;Armadura;;;8;;Blacksmith's;0,15
T6_HEAD_PLATE_SET2@1;Master's Knight Helmet .1;Armadura;;;8;;Blacksmith's;0,3
T6_HEAD_PLATE_SET2@2;Master's Knight Helmet .2;Armadura;;;8;;Blacksmith's;0,6
T6_HEAD_PLATE_SET2@3;Master's Knight Helmet .3;Armadura;;;8;;Blacksmith's;1,2
T6_HEAD_PLATE_SET2@4;Master's Knight Helmet .4;Armadura;;;8;;Blacksmith's;2,4
T7_HEAD_PLATE_SET2;Grandmaster's Knight Helmet;Armadura;;;8;;Blacksmith's;0,18
T7_HEAD_PLATE_SET2@1;Grandmaster's Knight Helmet .1;Armadura;;;8;;Blacksmith's;0,36
T7_HEAD_PLATE_SET2@2;Grandmaster's Knight Helmet .2;Armadura;;;8;;Blacksmith's;0,725
T7_HEAD_PLATE_SET2@3;Grandmaster's Knight Helmet .3;Armadura;;;8;;Blacksmith's;1,45
T7_HEAD_PLATE_SET2@4;Grandmaster's Knight Helmet .4;Armadura;;;8;;Blacksmith's;2,91
T8_HEAD_PLATE_SET2;Elder's Knight Helmet;Armadura;;;8;;Blacksmith's;0,19
T8_HEAD_PLATE_SET2@1;Elder's Knight Helmet .1;Armadura;;;8;;Blacksmith's;0,38
T8_HEAD_PLATE_SET2@2;Elder's Knight Helmet .2;Armadura;;;8;;Blacksmith's;0,76
T8_HEAD_PLATE_SET2@3;Elder's Knight Helmet .3;Armadura;;;8;;Blacksmith's;1,52
T8_HEAD_PLATE_SET2@4;Elder's Knight Helmet .4;Armadura;;;8;;Blacksmith's;3,04
T4_HEAD_PLATE_SET3;Adept's Guardian Helmet;Armadura;;;8;;Blacksmith's;0,05
T4_HEAD_PLATE_SET3@1;Adept's Guardian Helmet .1;Armadura;;;8;;Blacksmith's;0,1
T4_HEAD_PLATE_SET3@2;Adept's Guardian Helmet .2;Armadura;;;8;;Blacksmith's;0,2
T4_HEAD_PLATE_SET3@3;Adept's Guardian Helmet .3;Armadura;;;8;;Blacksmith's;0,4
T4_HEAD_PLATE_SET3@4;Adept's Guardian Helmet .4;Armadura;;;8;;Blacksmith's;0,8
T5_HEAD_PLATE_SET3;Expert's Guardian Helmet;Armadura;;;8;;Blacksmith's;0,1
T5_HEAD_PLATE_SET3@1;Expert's Guardian Helmet .1;Armadura;;;8;;Blacksmith's;0,2
T5_HEAD_PLATE_SET3@2;Expert's Guardian Helmet .2;Armadura;;;8;;Blacksmith's;0,4
T5_HEAD_PLATE_SET3@3;Expert's Guardian Helmet .3;Armadura;;;8;;Blacksmith's;0,8
T5_HEAD_PLATE_SET3@4;Expert's Guardian Helmet .4;Armadura;;;8;;Blacksmith's;1,6
T6_HEAD_PLATE_SET3;Master's Guardian Helmet;Armadura;;;8;;Blacksmith's;0,15
T6_HEAD_PLATE_SET3@1;Master's Guardian Helmet .1;Armadura;;;8;;Blacksmith's;0,3
T6_HEAD_PLATE_SET3@2;Master's Guardian Helmet .2;Armadura;;;8;;Blacksmith's;0,6
T6_HEAD_PLATE_SET3@3;Master's Guardian Helmet .3;Armadura;;;8;;Blacksmith's;1,2
T6_HEAD_PLATE_SET3@4;Master's Guardian Helmet .4;Armadura;;;8;;Blacksmith's;2,4
T7_HEAD_PLATE_SET3;Grandmaster's Guardian Helmet;Armadura;;;8;;Blacksmith's;0,18
T7_HEAD_PLATE_SET3@1;Grandmaster's Guardian Helmet .1;Armadura;;;8;;Blacksmith's;0,36
T7_HEAD_PLATE_SET3@2;Grandmaster's Guardian Helmet .2;Armadura;;;8;;Blacksmith's;0,725
T7_HEAD_PLATE_SET3@3;Grandmaster's Guardian Helmet .3;Armadura;;;8;;Blacksmith's;1,45
T7_HEAD_PLATE_SET3@4;Grandmaster's Guardian Helmet .4;Armadura;;;8;;Blacksmith's;2,91
T8_HEAD_PLATE_SET3;Elder's Guardian Helmet;Armadura;;;8;;Blacksmith's;0,19
T8_HEAD_PLATE_SET3@1;Elder's Guardian Helmet .1;Armadura;;;8;;Blacksmith's;0,38
T8_HEAD_PLATE_SET3@2;Elder's Guardian Helmet .2;Armadura;;;8;;Blacksmith's;0,76
T8_HEAD_PLATE_SET3@3;Elder's Guardian Helmet .3;Armadura;;;8;;Blacksmith's;1,52
T8_HEAD_PLATE_SET3@4;Elder's Guardian Helmet .4;Armadura;;;8;;Blacksmith's;3,04
T4_ARMOR_PLATE_SET1;Adept's Soldier Armor;Armadura;;;16;;Blacksmith's;0,1
T4_ARMOR_PLATE_SET1@1;Adept's Soldier Armor .1;Armadura;;;16;;Blacksmith's;0,2
T4_ARMOR_PLATE_SET1@2;Adept's Soldier Armor .2;Armadura;;;16;;Blacksmith's;0,4
T4_ARMOR_PLATE_SET1@3;Adept's Soldier Armor .3;Armadura;;;16;;Blacksmith's;0,8
T4_ARMOR_PLATE_SET1@4;Adept's Soldier Armor .4;Armadura;;;16;;Blacksmith's;1,6
T5_ARMOR_PLATE_SET1;Expert's Soldier Armor;Armadura;;;16;;Blacksmith's;0,2
T5_ARMOR_PLATE_SET1@1;Expert's Soldier Armor .1;Armadura;;;16;;Blacksmith's;0,4
T5_ARMOR_PLATE_SET1@2;Expert's Soldier Armor .2;Armadura;;;16;;Blacksmith's;0,8
T5_ARMOR_PLATE_SET1@3;Expert's Soldier Armor .3;Armadura;;;16;;Blacksmith's;1,6
T5_ARMOR_PLATE_SET1@4;Expert's Soldier Armor .4;Armadura;;;16;;Blacksmith's;3,2
T6_ARMOR_PLATE_SET1;Master's Soldier Armor;Armadura;;;16;;Blacksmith's;0,3
T6_ARMOR_PLATE_SET1@1;Master's Soldier Armor .1;Armadura;;;16;;Blacksmith's;0,6
T6_ARMOR_PLATE_SET1@2;Master's Soldier Armor .2;Armadura;;;16;;Blacksmith's;1,2
T6_ARMOR_PLATE_SET1@3;Master's Soldier Armor .3;Armadura;;;16;;Blacksmith's;2,4
T6_ARMOR_PLATE_SET1@4;Master's Soldier Armor .4;Armadura;;;16;;Blacksmith's;4,8
T7_ARMOR_PLATE_SET1;Grandmaster's Soldier Armor;Armadura;;;16;;Blacksmith's;0,36
T7_ARMOR_PLATE_SET1@1;Grandmaster's Soldier Armor .1;Armadura;;;16;;Blacksmith's;0,72
T7_ARMOR_PLATE_SET1@2;Grandmaster's Soldier Armor .2;Armadura;;;16;;Blacksmith's;1,45
T7_ARMOR_PLATE_SET1@3;Grandmaster's Soldier Armor .3;Armadura;;;16;;Blacksmith's;2,9
T7_ARMOR_PLATE_SET1@4;Grandmaster's Soldier Armor .4;Armadura;;;16;;Blacksmith's;5,82
T8_ARMOR_PLATE_SET1;Elder's Soldier Armor;Armadura;;;16;;Blacksmith's;0,38
T8_ARMOR_PLATE_SET1@1;Elder's Soldier Armor .1;Armadura;;;16;;Blacksmith's;0,76
T8_ARMOR_PLATE_SET1@2;Elder's Soldier Armor .2;Armadura;;;16;;Blacksmith's;1,52
T8_ARMOR_PLATE_SET1@3;Elder's Soldier Armor .3;Armadura;;;16;;Blacksmith's;3,04
T8_ARMOR_PLATE_SET1@4;Elder's Soldier Armor .4;Armadura;;;16;;Blacksmith's;6,08
T4_ARMOR_PLATE_SET2;Adept's Knight Armor;Armadura;;;16;;Blacksmith's;0,1
T4_ARMOR_PLATE_SET2@1;Adept's Knight Armor .1;Armadura;;;16;;Blacksmith's;0,2
T4_ARMOR_PLATE_SET2@2;Adept's Knight Armor .2;Armadura;;;16;;Blacksmith's;0,4
T4_ARMOR_PLATE_SET2@3;Adept's Knight Armor .3;Armadura;;;16;;Blacksmith's;0,8
T4_ARMOR_PLATE_SET2@4;Adept's Knight Armor .4;Armadura;;;16;;Blacksmith's;1,6
T5_ARMOR_PLATE_SET2;Expert's Knight Armor;Armadura;;;16;;Blacksmith's;0,2
T5_ARMOR_PLATE_SET2@1;Expert's Knight Armor .1;Armadura;;;16;;Blacksmith's;0,4
T5_ARMOR_PLATE_SET2@2;Expert's Knight Armor .2;Armadura;;;16;;Blacksmith's;0,8
T5_ARMOR_PLATE_SET2@3;Expert's Knight Armor .3;Armadura;;;16;;Blacksmith's;1,6
T5_ARMOR_PLATE_SET2@4;Expert's Knight Armor .4;Armadura;;;16;;Blacksmith's;3,2
T6_ARMOR_PLATE_SET2;Master's Knight Armor;Armadura;;;16;;Blacksmith's;0,3
T6_ARMOR_PLATE_SET2@1;Master's Knight Armor .1;Armadura;;;16;;Blacksmith's;0,6
T6_ARMOR_PLATE_SET2@2;Master's Knight Armor .2;Armadura;;;16;;Blacksmith's;1,2
T6_ARMOR_PLATE_SET2@3;Master's Knight Armor .3;Armadura;;;16;;Blacksmith's;2,4
T6_ARMOR_PLATE_SET2@4;Master's Knight Armor .4;Armadura;;;16;;Blacksmith's;4,8
T7_ARMOR_PLATE_SET2;Grandmaster's Knight Armor;Armadura;;;16;;Blacksmith's;0,36
T7_ARMOR_PLATE_SET2@1;Grandmaster's Knight Armor .1;Armadura;;;16;;Blacksmith's;0,72
T7_ARMOR_PLATE_SET2@2;Grandmaster's Knight Armor .2;Armadura;;;16;;Blacksmith's;1,45
T7_ARMOR_PLATE_SET2@3;Grandmaster's Knight Armor .3;Armadura;;;16;;Blacksmith's;2,9
T7_ARMOR_PLATE_SET2@4;Grandmaster's Knight Armor .4;Armadura;;;16;;Blacksmith's;5,82
T8_ARMOR_PLATE_SET2;Elder's Knight Armor;Armadura;;;16;;Blacksmith's;0,38
T8_ARMOR_PLATE_SET2@1;Elder's Knight Armor .1;Armadura;;;16;;Blacksmith's;0,76
T8_ARMOR_PLATE_SET2@2;Elder's Knight Armor .2;Armadura;;;16;;Blacksmith's;1,52
T8_ARMOR_PLATE_SET2@3;Elder's Knight Armor .3;Armadura;;;16;;Blacksmith's;3,04
T8_ARMOR_PLATE_SET2@4;Elder's Knight Armor .4;Armadura;;;16;;Blacksmith's;6,08
T4_ARMOR_PLATE_SET3;Adept's Guardian Armor;Armadura;;;16;;Blacksmith's;0,1
T4_ARMOR_PLATE_SET3@1;Adept's Guardian Armor .1;Armadura;;;16;;Blacksmith's;0,2
T4_ARMOR_PLATE_SET3@2;Adept's Guardian Armor .2;Armadura;;;16;;Blacksmith's;0,4
T4_ARMOR_PLATE_SET3@3;Adept's Guardian Armor .3;Armadura;;;16;;Blacksmith's;0,8
T4_ARMOR_PLATE_SET3@4;Adept's Guardian Armor .4;Armadura;;;16;;Blacksmith's;1,6
T5_ARMOR_PLATE_SET3;Expert's Guardian Armor;Armadura;;;16;;Blacksmith's;0,2
T5_ARMOR_PLATE_SET3@1;Expert's Guardian Armor .1;Armadura;;;16;;Blacksmith's;0,4
T5_ARMOR_PLATE_SET3@2;Expert's Guardian Armor .2;Armadura;;;16;;Blacksmith's;0,8
T5_ARMOR_PLATE_SET3@3;Expert's Guardian Armor .3;Armadura;;;16;;Blacksmith's;1,6
T5_ARMOR_PLATE_SET3@4;Expert's Guardian Armor .4;Armadura;;;16;;Blacksmith's;3,2
T6_ARMOR_PLATE_SET3;Master's Guardian Armor;Armadura;;;16;;Blacksmith's;0,3
T6_ARMOR_PLATE_SET3@1;Master's Guardian Armor .1;Armadura;;;16;;Blacksmith's;0,6
T6_ARMOR_PLATE_SET3@2;Master's Guardian Armor .2;Armadura;;;16;;Blacksmith's;1,2
T6_ARMOR_PLATE_SET3@3;Master's Guardian Armor .3;Armadura;;;16;;Blacksmith's;2,4
T6_ARMOR_PLATE_SET3@4;Master's Guardian Armor .4;Armadura;;;16;;Blacksmith's;4,8
T7_ARMOR_PLATE_SET3;Grandmaster's Guardian Armor;Armadura;;;16;;Blacksmith's;0,36
T7_ARMOR_PLATE_SET3@1;Grandmaster's Guardian Armor .1;Armadura;;;16;;Blacksmith's;0,72
T7_ARMOR_PLATE_SET3@2;Grandmaster's Guardian Armor .2;Armadura;;;16;;Blacksmith's;1,45
T7_ARMOR_PLATE_SET3@3;Grandmaster's Guardian Armor .3;Armadura;;;16;;Blacksmith's;2,9
T7_ARMOR_PLATE_SET3@4;Grandmaster's Guardian Armor .4;Armadura;;;16;;Blacksmith's;5,82
T8_ARMOR_PLATE_SET3;Elder's Guardian Armor;Armadura;;;16;;Blacksmith's;0,38
T8_ARMOR_PLATE_SET3@1;Elder's Guardian Armor .1;Armadura;;;16;;Blacksmith's;0,76
T8_ARMOR_PLATE_SET3@2;Elder's Guardian Armor .2;Armadura;;;16;;Blacksmith's;1,52
T8_ARMOR_PLATE_SET3@3;Elder's Guardian Armor .3;Armadura;;;16;;Blacksmith's;3,04
T8_ARMOR_PLATE_SET3@4;Elder's Guardian Armor .4;Armadura;;;16;;Blacksmith's;6,08
T4_SHOES_PLATE_SET1;Adept's Soldier Boots;Armadura;;;8;;Blacksmith's;0,05
T4_SHOES_PLATE_SET1@1;Adept's Soldier Boots .1;Armadura;;;8;;Blacksmith's;0,1
T4_SHOES_PLATE_SET1@2;Adept's Soldier Boots .2;Armadura;;;8;;Blacksmith's;0,2
T4_SHOES_PLATE_SET1@3;Adept's Soldier Boots .3;Armadura;;;8;;Blacksmith's;0,4
T4_SHOES_PLATE_SET1@4;Adept's Soldier Boots .4;Armadura;;;8;;Blacksmith's;0,8
T5_SHOES_PLATE_SET1;Expert's Soldier Boots;Armadura;;;8;;Blacksmith's;0,1
T5_SHOES_PLATE_SET1@1;Expert's Soldier Boots .1;Armadura;;;8;;Blacksmith's;0,2
T5_SHOES_PLATE_SET1@2;Expert's Soldier Boots .2;Armadura;;;8;;Blacksmith's;0,4
T5_SHOES_PLATE_SET1@3;Expert's Soldier Boots .3;Armadura;;;8;;Blacksmith's;0,8
T5_SHOES_PLATE_SET1@4;Expert's Soldier Boots .4;Armadura;;;8;;Blacksmith's;1,6
T6_SHOES_PLATE_SET1;Master's Soldier Boots;Armadura;;;8;;Blacksmith's;0,15
T6_SHOES_PLATE_SET1@1;Master's Soldier Boots .1;Armadura;;;8;;Blacksmith's;0,3
T6_SHOES_PLATE_SET1@2;Master's Soldier Boots .2;Armadura;;;8;;Blacksmith's;0,6
T6_SHOES_PLATE_SET1@3;Master's Soldier Boots .3;Armadura;;;8;;Blacksmith's;1,2
T6_SHOES_PLATE_SET1@4;Master's Soldier Boots .4;Armadura;;;8;;Blacksmith's;2,4
T7_SHOES_PLATE_SET1;Grandmaster's Soldier Boots;Armadura;;;8;;Blacksmith's;0,18
T7_SHOES_PLATE_SET1@1;Grandmaster's Soldier Boots .1;Armadura;;;8;;Blacksmith's;0,36
T7_SHOES_PLATE_SET1@2;Grandmaster's Soldier Boots .2;Armadura;;;8;;Blacksmith's;0,725
T7_SHOES_PLATE_SET1@3;Grandmaster's Soldier Boots .3;Armadura;;;8;;Blacksmith's;1,45
T7_SHOES_PLATE_SET1@4;Grandmaster's Soldier Boots .4;Armadura;;;8;;Blacksmith's;2,91
T8_SHOES_PLATE_SET1;Elder's Soldier Boots;Armadura;;;8;;Blacksmith's;0,19
T8_SHOES_PLATE_SET1@1;Elder's Soldier Boots .1;Armadura;;;8;;Blacksmith's;0,38
T8_SHOES_PLATE_SET1@2;Elder's Soldier Boots .2;Armadura;;;8;;Blacksmith's;0,76
T8_SHOES_PLATE_SET1@3;Elder's Soldier Boots .3;Armadura;;;8;;Blacksmith's;1,52
T8_SHOES_PLATE_SET1@4;Elder's Soldier Boots .4;Armadura;;;8;;Blacksmith's;3,04
T4_SHOES_PLATE_SET2;Adept's Knight Boots;Armadura;;;8;;Blacksmith's;0,05
T4_SHOES_PLATE_SET2@1;Adept's Knight Boots .1;Armadura;;;8;;Blacksmith's;0,1
T4_SHOES_PLATE_SET2@2;Adept's Knight Boots .2;Armadura;;;8;;Blacksmith's;0,2
T4_SHOES_PLATE_SET2@3;Adept's Knight Boots .3;Armadura;;;8;;Blacksmith's;0,4
T4_SHOES_PLATE_SET2@4;Adept's Knight Boots .4;Armadura;;;8;;Blacksmith's;0,8
T5_SHOES_PLATE_SET2;Expert's Knight Boots;Armadura;;;8;;Blacksmith's;0,1
T5_SHOES_PLATE_SET2@1;Expert's Knight Boots .1;Armadura;;;8;;Blacksmith's;0,2
T5_SHOES_PLATE_SET2@2;Expert's Knight Boots .2;Armadura;;;8;;Blacksmith's;0,4
T5_SHOES_PLATE_SET2@3;Expert's Knight Boots .3;Armadura;;;8;;Blacksmith's;0,8
T5_SHOES_PLATE_SET2@4;Expert's Knight Boots .4;Armadura;;;8;;Blacksmith's;1,6
T6_SHOES_PLATE_SET2;Master's Knight Boots;Armadura;;;8;;Blacksmith's;0,15
T6_SHOES_PLATE_SET2@1;Master's Knight Boots .1;Armadura;;;8;;Blacksmith's;0,3
T6_SHOES_PLATE_SET2@2;Master's Knight Boots .2;Armadura;;;8;;Blacksmith's;0,6
T6_SHOES_PLATE_SET2@3;Master's Knight Boots .3;Armadura;;;8;;Blacksmith's;1,2
T6_SHOES_PLATE_SET2@4;Master's Knight Boots .4;Armadura;;;8;;Blacksmith's;2,4
T7_SHOES_PLATE_SET2;Grandmaster's Knight Boots;Armadura;;;8;;Blacksmith's;0,18
T7_SHOES_PLATE_SET2@1;Grandmaster's Knight Boots .1;Armadura;;;8;;Blacksmith's;0,36
T7_SHOES_PLATE_SET2@2;Grandmaster's Knight Boots .2;Armadura;;;8;;Blacksmith's;0,725
T7_SHOES_PLATE_SET2@3;Grandmaster's Knight Boots .3;Armadura;;;8;;Blacksmith's;1,45
